Removed Pin From Net: NetName=5V_PER_fused Pin=BS2B-2
Removed Pin From Net: NetName=5V_PER_fused Pin=BS2C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=C7B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=C7C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=C10B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=C10C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R10B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R10C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R13B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R13C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R15B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R15C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R18B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R18C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R19B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R19C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R21B-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=R21C-2
Removed Pin From Net: NetName=3V3_PER_fused Pin=U1B-18
Removed Pin From Net: NetName=3V3_PER_fused Pin=U1C-18
Removed Pin From Net: NetName=3V3_PER_fused Pin=X2-1
Removed Pin From Net: NetName=DIG_IO_29 Pin=X2-3
Removed Pin From Net: NetName=5V_PER_fused Pin=X2-5
Removed Pin From Net: NetName=DIG_IO_28 Pin=X2-7
Removed Pin From Net: NetName=DIG_IO_27 Pin=X2-11
Change Component Designator: OldDesignator=D3 NewDesignator=D5
Change Component Designator: OldDesignator=D4A NewDesignator=D8A
Change Component Designator: OldDesignator=D4B NewDesignator=D8B
Change Component Designator: OldDesignator=D4C NewDesignator=D8C
Change Component Designator: OldDesignator=D5A NewDesignator=D9A
Change Component Designator: OldDesignator=D5B NewDesignator=D9B
Change Component Designator: OldDesignator=D5C NewDesignator=D9C
Change Component Designator: OldDesignator=D6A NewDesignator=D10A
Change Component Designator: OldDesignator=D6B NewDesignator=D10B
Change Component Designator: OldDesignator=D6C NewDesignator=D10C
Change Component Designator: OldDesignator=D7A NewDesignator=D11A
Change Component Designator: OldDesignator=D7B NewDesignator=D11B
Change Component Designator: OldDesignator=D7C NewDesignator=D11C
Change Component Designator: OldDesignator=D8A NewDesignator=D12A
Change Component Designator: OldDesignator=D8B NewDesignator=D12B
Change Component Designator: OldDesignator=D8C NewDesignator=D12C
Change Component Designator: OldDesignator=D9A NewDesignator=D13A
Change Component Designator: OldDesignator=D9B NewDesignator=D13B
Change Component Designator: OldDesignator=D9C NewDesignator=D13C
Change Component Designator: OldDesignator=F3 NewDesignator=F5
Change Component Designator: OldDesignator=R4 NewDesignator=R8
Change Component Designator: OldDesignator=R5 NewDesignator=R9
Change Component Designator: OldDesignator=R6 NewDesignator=R10
Change Component Designator: OldDesignator=R7 NewDesignator=R4
Change Component Designator: OldDesignator=R8 NewDesignator=R7
Change Component Designator: OldDesignator=R9A NewDesignator=R13A
Change Component Designator: OldDesignator=R9B NewDesignator=R13B
Change Component Designator: OldDesignator=R9C NewDesignator=R13C
Change Component Designator: OldDesignator=R10A NewDesignator=R14A
Change Component Designator: OldDesignator=R10B NewDesignator=R14B
Change Component Designator: OldDesignator=R10C NewDesignator=R14C
Change Component Designator: OldDesignator=R11A NewDesignator=R15A
Change Component Designator: OldDesignator=R11B NewDesignator=R15B
Change Component Designator: OldDesignator=R11C NewDesignator=R15C
Change Component Designator: OldDesignator=R12A NewDesignator=R16A
Change Component Designator: OldDesignator=R12B NewDesignator=R16B
Change Component Designator: OldDesignator=R12C NewDesignator=R16C
Change Component Designator: OldDesignator=R13A NewDesignator=R17A
Change Component Designator: OldDesignator=R13B NewDesignator=R17B
Change Component Designator: OldDesignator=R13C NewDesignator=R17C
Change Component Designator: OldDesignator=R14A NewDesignator=R18A
Change Component Designator: OldDesignator=R14B NewDesignator=R18B
Change Component Designator: OldDesignator=R14C NewDesignator=R18C
Change Component Designator: OldDesignator=R15A NewDesignator=R19A
Change Component Designator: OldDesignator=R15B NewDesignator=R19B
Change Component Designator: OldDesignator=R15C NewDesignator=R19C
Change Component Designator: OldDesignator=R16A NewDesignator=R20A
Change Component Designator: OldDesignator=R16B NewDesignator=R20B
Change Component Designator: OldDesignator=R16C NewDesignator=R20C
Change Component Designator: OldDesignator=R17A NewDesignator=R21A
Change Component Designator: OldDesignator=R17B NewDesignator=R21B
Change Component Designator: OldDesignator=R17C NewDesignator=R21C
Change Component Designator: OldDesignator=R18A NewDesignator=R22A
Change Component Designator: OldDesignator=R18B NewDesignator=R22B
Change Component Designator: OldDesignator=R18C NewDesignator=R22C
Change Component Designator: OldDesignator=R19A NewDesignator=R23A
Change Component Designator: OldDesignator=R19B NewDesignator=R23B
Change Component Designator: OldDesignator=R19C NewDesignator=R23C
Change Component Designator: OldDesignator=R20A NewDesignator=R24A
Change Component Designator: OldDesignator=R20B NewDesignator=R24B
Change Component Designator: OldDesignator=R20C NewDesignator=R24C
Change Component Designator: OldDesignator=R21A NewDesignator=R25A
Change Component Designator: OldDesignator=R21B NewDesignator=R25B
Change Component Designator: OldDesignator=R21C NewDesignator=R25C
Change Component Designator: OldDesignator=R22A NewDesignator=R26A
Change Component Designator: OldDesignator=R22B NewDesignator=R26B
Change Component Designator: OldDesignator=R22C NewDesignator=R26C
Change Component Designator: OldDesignator=R23A NewDesignator=R27A
Change Component Designator: OldDesignator=R23B NewDesignator=R27B
Change Component Designator: OldDesignator=R23C NewDesignator=R27C
Change Component Designator: OldDesignator=R24A NewDesignator=R28A
Change Component Designator: OldDesignator=R24B NewDesignator=R28B
Change Component Designator: OldDesignator=R24C NewDesignator=R28C
Change Component Designator: OldDesignator=R25A NewDesignator=R29A
Change Component Designator: OldDesignator=R25B NewDesignator=R29B
Change Component Designator: OldDesignator=R25C NewDesignator=R29C
Change Component Designator: OldDesignator=R26A NewDesignator=R30A
Change Component Designator: OldDesignator=R26B NewDesignator=R30B
Change Component Designator: OldDesignator=R26C NewDesignator=R30C
Change Component Designator: OldDesignator=R27A NewDesignator=R31A
Change Component Designator: OldDesignator=R27B NewDesignator=R31B
Change Component Designator: OldDesignator=R27C NewDesignator=R31C
Change Component Designator: OldDesignator=R28A NewDesignator=R32A
Change Component Designator: OldDesignator=R28B NewDesignator=R32B
Change Component Designator: OldDesignator=R28C NewDesignator=R32C
Change Component Designator: OldDesignator=R29A NewDesignator=R33A
Change Component Designator: OldDesignator=R29B NewDesignator=R33B
Change Component Designator: OldDesignator=R29C NewDesignator=R33C
Change Component Designator: OldDesignator=R30A NewDesignator=R34A
Change Component Designator: OldDesignator=R30B NewDesignator=R34B
Change Component Designator: OldDesignator=R30C NewDesignator=R34C
Change Component Designator: OldDesignator=R31A NewDesignator=R35A
Change Component Designator: OldDesignator=R31B NewDesignator=R35B
Change Component Designator: OldDesignator=R31C NewDesignator=R35C
Change Component Designator: OldDesignator=R32A NewDesignator=R36A
Change Component Designator: OldDesignator=R32B NewDesignator=R36B
Change Component Designator: OldDesignator=R32C NewDesignator=R36C
Change Component Designator: OldDesignator=R33A NewDesignator=R37A
Change Component Designator: OldDesignator=R33B NewDesignator=R37B
Change Component Designator: OldDesignator=R33C NewDesignator=R37C
Change Component Designator: OldDesignator=R34A NewDesignator=R38A
Change Component Designator: OldDesignator=R34B NewDesignator=R38B
Change Component Designator: OldDesignator=R34C NewDesignator=R38C
Change Component Designator: OldDesignator=R35A NewDesignator=R39A
Change Component Designator: OldDesignator=R35B NewDesignator=R39B
Change Component Designator: OldDesignator=R35C NewDesignator=R39C
Change Component Designator: OldDesignator=R36A NewDesignator=R40A
Change Component Designator: OldDesignator=R36B NewDesignator=R40B
Change Component Designator: OldDesignator=R36C NewDesignator=R40C
